2017-10-29T13:31:38.052Z >> OptiZen - Start...
2017-10-29T13:31:38.071Z >> org.optizen.util.Settings : createIniFile(String) >> Le fichier OptiZen.ini existe d�j� !
2017-10-29T13:31:38.423Z >> OptiZen - End run...
2017-10-29T13:31:40.338Z >> org.optizen.util.Settings : zenTableData() >> Tentative de lecture de la section zenTableData ...
2017-10-29T13:31:40.358Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN) param�tre COUNTER...
2017-10-30T18:19:39.766Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\105) param�tre organe...
2017-10-30T18:19:39.771Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.776Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\105) param�tre unite...
2017-10-30T18:19:39.781Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.785Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\105) param�tre commentaire...
2017-10-30T18:19:39.789Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.793Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\105) param�tre autre...
2017-10-30T18:19:39.798Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.801Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre ztable...
2017-10-30T18:19:39.805Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.809Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre variable...
2017-10-30T18:19:39.813Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.816Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre name...
2017-10-30T18:19:39.820Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.823Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre codeEqu...
2017-10-30T18:19:39.828Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.831Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre equipement...
2017-10-30T18:19:39.836Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.839Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre codeOrg...
2017-10-30T18:19:39.844Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.847Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre organe...
2017-10-30T18:19:39.852Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.855Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre unite...
2017-10-30T18:19:39.860Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.864Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre commentaire...
2017-10-30T18:19:39.868Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.872Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\106) param�tre autre...
2017-10-30T18:19:39.876Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.880Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre ztable...
2017-10-30T18:19:39.884Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.887Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre variable...
2017-10-30T18:19:39.891Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.895Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre name...
2017-10-30T18:19:39.900Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.904Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre codeEqu...
2017-10-30T18:19:39.909Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.913Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre equipement...
2017-10-30T18:19:39.918Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.921Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre codeOrg...
2017-10-30T18:19:39.925Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.929Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre organe...
2017-10-30T18:19:39.934Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.938Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre unite...
2017-10-30T18:19:39.942Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.946Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre commentaire...
2017-10-30T18:19:39.950Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:19:39.954Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\107) param�tre autre...
2017-10-30T18:19:39.958Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:34:59.804Z >> OptiZen - Start...
2017-10-30T18:34:59.826Z >> org.optizen.util.Settings : createIniFile(String) >> Le fichier OptiZen.ini existe d�j� !
2017-10-30T18:35:00.126Z >> OptiZen - End run...
2017-10-30T18:35:01.970Z >> Extension : accdb
2017-10-30T18:35:01.974Z >> Extension : accdb
2017-10-30T18:35:01.978Z >> Extension : accdb
2017-10-30T18:35:01.981Z >> Extension : xlsx
2017-10-30T18:35:01.986Z >> Extension : accdb
2017-10-30T18:35:01.990Z >> Extension : txt
2017-10-30T18:35:01.994Z >> Extension : log
2017-10-30T18:35:02.003Z >> org.optizen.util.Settings : zenTableData() >> Tentative de lecture de la section zenTableData ...
2017-10-30T18:35:02.033Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN) param�tre COUNTER...
2017-10-30T18:35:02.044Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.048Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN\0) param�tre param...
2017-10-30T18:35:02.058Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.062Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN\0) param�tre data...
2017-10-30T18:35:02.070Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.075Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN\1) param�tre param...
2017-10-30T18:35:02.084Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.088Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN\1) param�tre data...
2017-10-30T18:35:02.096Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.102Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN\2) param�tre param...
2017-10-30T18:35:02.110Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.117Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINKZEN\2) param�tre data...
2017-10-30T18:35:02.124Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.130Z >> org.optizen.util.Settings : zenTableData() >> ...Lecture r�ussie
2017-10-30T18:35:02.135Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (CONFIG) param�tre urlzenon...
2017-10-30T18:35:02.143Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.818Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (CONFIG) param�tre company...
2017-10-30T18:35:02.824Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.828Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (CONFIG) param�tre urloptimaint...
2017-10-30T18:35:02.834Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.946Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK) param�tre COUNTER...
2017-10-30T18:35:02.952Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.957Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre ztable...
2017-10-30T18:35:02.963Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.967Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre variable...
2017-10-30T18:35:02.973Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.976Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre name...
2017-10-30T18:35:02.981Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.985Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre codeEqu...
2017-10-30T18:35:02.991Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:02.996Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre equipement...
2017-10-30T18:35:03.003Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.007Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre codeOrg...
2017-10-30T18:35:03.013Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.018Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre organe...
2017-10-30T18:35:03.024Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.029Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre unite...
2017-10-30T18:35:03.036Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.040Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre commentaire...
2017-10-30T18:35:03.046Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.052Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\0) param�tre autre...
2017-10-30T18:35:03.059Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.063Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre ztable...
2017-10-30T18:35:03.069Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.072Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre variable...
2017-10-30T18:35:03.077Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.080Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre name...
2017-10-30T18:35:03.086Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.089Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre codeEqu...
2017-10-30T18:35:03.095Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.100Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre equipement...
2017-10-30T18:35:03.106Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.109Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre codeOrg...
2017-10-30T18:35:03.115Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.119Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre organe...
2017-10-30T18:35:03.125Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
2017-10-30T18:35:03.129Z >> org.optizen.util.Settings : read(section, param, value) >> Tentative de lecture de la section (LINK\1) param�tre unite...
2017-10-30T18:35:03.135Z >> org.optizen.util.Settings : read(section, param, value) >> ...Lecture r�ussie
